Title,adult,budget,genres,id,imdb_id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,vote_average
Tokyo Ghoul,False,0,"['Action', 'Drama', 'Horror', 'Thriller']",433945,tt5815944,ja,"Ken Kaneki (Masataka Kubota) is a university student. He becomes injured by Rize, a human eating ghoul. Ken is saved from the ghoul when a steel frame falls on Rize. They are both sent to the hospital. Ken receives an organ transplant from Rize and becomes a half ghoul.",0.802191,['Shochiku'],2017-07-29,0.0,119.0,10.0
American Hostage,False,0,"['Thriller', 'Crime', 'Drama']",407298,tt3468612,en,American Hostage pulls back the curtains on a terrorist plot centered on a group of terrorists holding two American soldiers hostage on U.S. soil. They demand the release of all prisoners of Guantanamo Bay or they will kill the soldiers.,0.11167,,2016-03-25,0.0,100.0,10.0
Killjoy,False,0,"['Mystery', 'Thriller']",288503,tt0082616,pt,Story of a young woman's murder and the people who become involved with it.,0.15623,,1981-08-24,0.0,96.0,10.0
Summer City,False,0,"['Thriller', 'Drama']",5731,tt0076780,en,"Four friends take a road trip to kick back, hit the pubs, and go surfing. Tension builds among the group between Sandy, a quiet young man who is angered by the obnoxious, womanizing Boo who seduces a teenaged girl while on their trip in one of his usual one night stands. Meanwhile, the girl's psychotic dad is also looking for Boo out of revenge for what he did to his daughter. Boo is in for a major wake up call.",0.076562,,1977-12-22,0.0,90.0,10.0
Patient Zero,False,0,"['Action', 'Drama', 'Horror', 'Thriller']",295011,tt3458254,en,"After an unprecedented global pandemic has turned the majority of humankind into violent ""Infected,"" a man gifted with the ability to speak the Infected's new language leads the last survivors on a hunt for Patient Zero and a cure.",1.0834540000000001,"['Screen Gems', 'Vincent Newman Entertainment']",,0.0,0.0,10.0
Goodbye & Amen,False,0,['Thriller'],150658,tt0076096,it,"As John Dhannay, a CIA agent stationed in Rome, plans the overthrow of an African government, he discovers one of his men has been in contact with agents from the other side. Before he can confront the traitor, the man seemingly goes crazy, sniping several people before taking an adulterous couple hostage in a hotel room.",0.596517,"['Cineriz', 'Capital Film s.p.a.']",1978-02-08,0.0,103.0,10.0
Life+1 Day,False,0,"['Drama', 'Thriller']",391039,tt5460658,fa,"Somaieh, the youngest daughter of an indigent family, is getting married and fear is overwhelming each and every member of the family regarding how to overcome their difficulties after she's gone.",1.237106,['Filmiran'],2016-03-16,0.0,110.0,9.4
Honey Night,False,0,"['Drama', 'Thriller']",337758,tt3340908,mk,The story of this political thriller takes place in the 90s and follows one night of the life of the Deputy Minister Nikola and his wife Ana.  Nikola Ristanovski and Verica Nedeska star in the main roles of the couple.,0.601453,"['i/o post', 'Kaval Film', 'A Atalanta']",2015-04-17,0.0,90.0,9.3
Bloody Angels,False,0,"['Thriller', 'Drama']",88727,tt0157411,no,"A few months after a girl with developmental disabilities is murdered in the remote village Høtten, the two young men who most townsfolk think killed her go missing. A police detective is sent to investigate and finds this very challenging.",0.072099,,1998-12-26,0.0,100.0,9.0
Say Nothing,False,0,"['Action', 'Drama', 'Mystery', 'Romance', 'Science Fiction', 'Thriller']",53670,tt0288808,en,"Housewife Grace Needham (Nastassja Kinski) has a one-night stand with Julian Grant (William Baldwin), who then becomes obsessed with sinking her marriage to husband Matt (Hart Bochner). The twist here is that Julian is a millionaire global powerbroker, and Matt works for him! It's a titanic battle of testosterone as the guys duke it out while Grace simmers angrily.",0.229743,,2001-08-01,0.0,94.0,9.0
Bipolar,False,0,"['Thriller', 'Mystery']",273084,tt1794801,en,"When Harry Poole tries out a new medication for Bipolar Disorder, he is reborn as ""Edward Grey"", a seductive but dangerous alter ego who dramatically takes over his life, changing the young man and those around him forever.",0.543602,,2014-05-30,0.0,80.0,9.0
London Spy,False,0,"['Romance', 'Crime', 'Drama', 'Mystery', 'Thriller']",370722,tt4108134,en,"A romance between an MI6 code genius and an ordinary man promises happiness. But tragedy strikes when the spy dies in suspicious circumstances, forcing his lover to pursue the truth behind his death.",1.1196,['Working Title Television'],2015-11-09,0.0,300.0,8.8
Extraordinary Mission,False,0,"['Action', 'Crime', 'Thriller']",445224,tt6690310,zh,"‘Extraordinary Mission’ is a new Chinese action thriller directed by Alan Mak (‘Infernal Affairs’) and Anthony Pun.  The film revolves an undercover police officer who attempts to take down a drug trafficking syndicate from the inside. The cast includes Huang Xuan, Duan Yihong, Lang Yueting, Zu Feng, Xing Jia-Dong, and David Wang.",2.552316,"['Pop Movies', '北京完美影视传媒有限责任公司', 'CMC Pictures']",2017-03-31,0.0,117.0,8.7
Zero 3,False,0,['Thriller'],437830,tt6194850,en,Lithuanian politics Tarantino style,0.184337,,2017-01-27,0.0,90.0,8.7
Anabel,False,0,"['Thriller', 'Horror']",362579,tt5032026,es,"Anabel and his two roommates are looking for someone to share the rent. They choose an older gentleman who gain their trust, but soon they discover a strange and disturbing presence.",2.038121,"['Norberfilms', 'Roxbury']",2015-10-11,0.0,0.0,8.6
Revenge,False,0,"['Action', 'Crime', 'Thriller']",224079,tt0078162,ro,"""Revansa"" (Revenge) appeared not so long after the preview movie of the series, ""Un comisar acuza"" (The Police Inspector Calls). In this sequel we meet up with police inspector Tudor Moldovan, once again, who wasn't actually killed and who has returned to put an end to Paraipan's actions once and for all. When Paraipan kidnaps Moldovan's kid, the police inspector makes up his mind to punish Paraipan and his bosses and to finish off the fascist movement, lead by Zavoianu and his allies. Together with the communist that fight to gain power, Moldovan takes out his enemies one by one.",0.070329,['Casa de Filme 5'],1978-11-12,0.0,0.0,8.5
A Commissioner's Accusations,False,0,"['Action', 'Crime', 'Thriller']",224089,tt0069909,ro,"The Iron Guard, also known as Legion of Archangel Michael, was a Romanian nationalist and patriotic movement of extreme right; as such, after it rose to power, it supported Nazi Germany and started a fierce campaign of retaliation against its political enemies. As such, in the night of November 26-27, 1940, the Death Teams executed forty political prisoners in the Jilava prison (in the movie, named ""Viraga""), and next day, other two Teams arrested and shot the former minister Virgil Madgearu and the world famous historian Nicolae Iorga. To squash down the political outcry, the Police Prefect Stefan Zävoianu conveniently assigns the cases to a commissioner from the ""Morals Division"" (prostitution, thieves), Tudor Moldovan, hoping that he will fail to get to the bottom of the case. However, Moldovan has communist sympathies, so he quickly comes under the influence of the Bolshevik Pîrvu, who had escaped during the Viraga...",0.022989,['Romania Film'],1974-07-31,0.0,114.0,8.5
The Booth,False,0,"['Drama', 'Thriller']",85393,tt0760506,ja,"Shogo (Ryuta Sato), the arrogant and condescending star of a popular call-in radio-show must temporarily broadcast out of Studio 6, a creepy and dilapidated booth abandoned since its last DJ committed suicide several years ago. Suddenly, Shogo begins receiving disturbing calls, the voice on the line whispers ""Liar"" over and over. Is the joke on him, has someone discovered the truth about his sinister past, or has the curse of Studio 6 been unleashed again? In this Booth, all sins will be atoned for.",0.163544,['PONY CANYON'],2005-11-05,0.0,73.0,8.5
Gentleman,False,0,"['Romance', 'Thriller']",400247,tt5815940,te,"Two girls, Catherine and Aishwarya, meet on a flight and become friends. They share stories about their respective boyfriends, and Catherine is shocked to find that the man she is dating is a lookalike of Aishwarya's boyfriend. Even more shocking is the fact that when she reaches home, she finds out that her boyfriend has died in a car crash. Catherine decides to investigate the lookalike boyfriend and uncovers a thrilling mystery.",0.40596,['Sridevi Movies'],2016-06-17,0.0,152.0,8.5
Clearcut,False,0,"['Drama', 'Thriller', 'Western']",116494,tt0101592,en,"When a lawyer loses an appeal to stop a logging company from clear-cutting Native American land, Arthur, an Indian militant drags him and the kidnapped logging mill manager into the forest. The lawyer's empty talk about how the company's greed should be punished is put into brutal action by Arthur, who tortures the manager in allegorical ways mimicking what loggers do to the forest.",0.21159499999999998,['Cinexus Capital Corporation'],1991-09-10,0.0,100.0,8.5
Agni Sakshi,False,0,"['Drama', 'Thriller']",66292,tt0115484,hi,"Suraj Kapoor is a single, wealthy young man. One day he meets Shubangi, and they fall in love. Shortly thereafter they marry and settle down to enjoy a harmonious married life. During their stay at a hotel, the couple are approached by a man who claims that Shubangi is his wife and her real name is Madhu. Suraj and Shubangi are shocked and ask him to leave, which he does. Then the guy rings up Suraj one night and asks him to come to his room. When Suraj comes the guy tells him that his name is Vishwanath.",0.320909,,1996-03-14,0.0,142.0,8.5
Charlie Chan at the Wax Museum,False,0,"['Crime', 'Mystery', 'Drama', 'Thriller', 'Comedy']",38457,tt0032324,en,"A wax museum run by a demented doctor contains statues of such crime figures as Jack the Ripper and Bluebeard. In addition to making wax statues the doctor performs plastic surgery. It is here that an arch fiend takes refuge. The museum also houses a statue of Charlie. Frustrated number-two son kicks statue in rear; oops, number-two son wrong in his assumption",0.514756,['Twentieth Century Fox Film Corporation'],1940-09-06,0.0,63.0,8.4
The Mummy's Tomb,False,0,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",29239,tt0035096,en,A high priest of Karnak travels to America with the living mummy Kharis (Lon Chaney Jr.) to kill all those who had desecrated the tomb of the Egyptian princess Ananka thirty years earlier.,0.674417,['Universal Pictures'],1942-10-23,0.0,60.0,8.3
Pulp Fiction,False,8000000,"['Thriller', 'Crime']",680,tt0110912,en,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",140.95023600000005,"['Miramax Films', 'A Band Apart', 'Jersey Films']",1994-09-10,213928762.0,154.0,8.3
Black Mirror: White Christmas,False,0,"['Drama', 'Horror', 'Mystery', 'Science Fiction', 'Thriller', 'TV Movie']",374430,tt3973198,en,"This feature-length special consists of three interwoven stories. In a mysterious and remote snowy outpost, Matt and Potter share a Christmas meal, swapping creepy tales of their earlier lives in the outside world. Matt is a charismatic American trying to bring the reserved, secretive Potter out of his shell. But are both men who they appear to be? A woman gets thrust into a nightmarish world of 'smart' gadgetry. Plus a look at what would happen if you could 'block' people in real life.",24.910782,,2014-12-16,0.0,74.0,8.3
The Laughing Woman,False,0,"['Romance', 'Drama', 'Thriller']",100812,tt0124621,it,"Beautiful PR woman Maria finds herself trapped in the home of the sinister and troubled Dr Sayer, where she is subjected to a series of increasingly bizarre, terrifying and degradating sex games. Sayer admits that he has murdered several women after the same ordeal, always killing them at the point of orgasm. But all is not what it seems, and this is revealed to be the fantasy of a troubled man. Sayer finds salvation in Maria and falls for her, only for her to turn the tables on him and ultimately reveal that she too is not what she seems.",0.107235,['Cemo Film'],1969-08-24,0.0,86.0,8.3
Stunt Squad,False,0,"['Action', 'Crime', 'Thriller']",106970,tt0078336,it,"Fed up with the murderous shenanigans of Valli’s protection racket, police chief Grifi assembles an ace team of stunt trained police officers to tackle the mob!",0.0008439999999999999,"['PAC', 'Atlas Film']",1977-07-27,0.0,92.0,8.3
Psycho,False,806948,"['Drama', 'Horror', 'Thriller']",539,tt0054215,en,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",36.826309,"['Paramount Pictures', 'Universal Pictures', 'Shamley Productions']",1960-06-16,32000000.0,109.0,8.3
City of Pirates,False,0,"['Drama', 'Fantasy', 'Horror', 'Thriller']",68757,tt0086546,fr,"A surreal odyssey in which a melancholic maidservant crosses paths with a homicidal little boy, travels to a tiny island of pirates and encounters a man with multiple personalities.",0.003013,"['Metro Filmes', 'Les Films du Passage']",1984-02-22,0.0,111.0,8.3
The Duel,False,0,"['Thriller', 'Action', 'Crime', 'Mystery']",224063,tt0082300,ro,"Officer Moldovan must solve the case of a robbery. Credit Central Bank was robbed fast and hard by a gang of professionals. Moldovan is trying to catch the man behind Rica Pasarin, the gang leader, by using his brother, who is a pickpocket thief.",0.038308,['Casa de Filme 5'],1981-06-14,0.0,110.0,8.3
The Last Bullet,False,0,"['Action', 'Crime', 'Thriller']",224084,tt0070851,ro,"A continuation of a story started in the drama ""With Clean Hands"" (1972).",0.015278,['Casa de Filme 5'],1973-05-26,0.0,100.0,8.3
Zig Zag,False,0,"['Crime', 'Drama', 'Thriller']",84496,tt0066605,en,A dying man frames himself for murder so his widow can collect the reward.,0.478794,['Metro-Goldwyn-Mayer (MGM)'],1970-05-01,0.0,105.0,8.3
I Am So Proud of You,False,0,"['Animation', 'Action', 'Thriller', 'Science Fiction']",32534,tt1282053,en,"Dark shadows are cast over Bill's recovery, in this second chapter to Everything will be OK.",0.472132,['Bitter Films'],2008-01-01,0.0,22.0,8.3
The Dark Knight,False,185000000,"['Drama', 'Action', 'Crime', 'Thriller']",155,tt0468569,en,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",123.167259,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy']",2008-07-16,1004558444.0,152.0,8.3
High and Low,False,0,"['Mystery', 'Drama', 'Thriller', 'Crime']",12493,tt0057565,ja,An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.,8.815184,"['Toho Company', 'Kurosawa Production Co.']",1963-03-01,0.0,142.0,8.2
Le Trou,False,0,"['Crime', 'Drama', 'Thriller']",29259,tt0054407,fr,"An imprisoned man, awaiting trial for the attempted murder of his wife, is transferred to another cell, where his fellow prisoners are planning a jailbreak. He decides to go along with the elaborate plan, and the cellmates attempt to tunnel their way to freedom. Le Trou represents the last film of director Jacques Becker, who died shortly after its completion.",5.828566,"['Filmsonor', 'Titanus', 'Play Art']",1960-03-18,0.0,132.0,8.2
Rear Window,False,1000000,"['Drama', 'Mystery', 'Thriller']",567,tt0047396,en,"Professional photographer L.B. ""Jeff"" Jeffries breaks his leg while getting an action shot at an auto race. Confined to his New York apartment, he spends his time looking out of the rear window observing the neighbors. He begins to suspect that a man across the courtyard may have murdered his wife. Jeff enlists the help of his high society fashion-consultant girlfriend Lisa Freemont and his visiting nurse Stella to investigate.",17.911314,['Paramount Pictures'],1954-08-01,36764313.0,112.0,8.2
Leon: The Professional,False,16000000,"['Thriller', 'Crime', 'Drama']",101,tt0110413,fr,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",20.477329,"['Columbia Pictures', 'Gaumont']",1994-09-14,45284974.0,110.0,8.2
The Invisible Guest,False,4000000,"['Mystery', 'Crime', 'Thriller']",411088,tt4857264,es,"""The Invisible Guest” turns on a young businessman who wakes up in a hotel room locked from the inside with the dead body of his lover next to him. He hires a prestigious lawyer, and over one night they work together to clarify what happened in a frenetic race against time.",13.906979999999999,"['Televisió de Catalunya TV3', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'Think Studio', 'Nostromo Pictures', 'Institut Català de les Empreses Culturals (ICEC)', 'Colosé Producciones', 'movistar+', 'Habitación Cerrada, La']",2016-12-15,0.0,106.0,8.1
Inception,False,160000000,"['Action', 'Thriller', 'Science Fiction', 'Mystery', 'Adventure']",27205,tt1375666,en,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",29.108149,"['Legendary Pictures', 'Warner Bros.', 'Syncopy']",2010-07-14,825532764.0,148.0,8.1
